Season;Date;HomeTeam;AwayTeam;Score;FTHG;FTAG;Odds_1;Odds_x;Odds_2;Explore_id;FTR
Elitserien 2015/2016;13/11/2015;Aranas;Karlskrona;24:29;24;29;1.78;8.67;2.42;UBUHtT7b;A
Elitserien 2015/2016;12/11/2015;Drott;Skovde;27:30;27;30;1.92;8.81;2.21;dbW9rkwn;A
Elitserien 2015/2016;11/11/2015;Kristianstad;Redbergslids;27:24;27;24;1.04;18.10;15.37;pOS5qVNu;H
Elitserien 2013/2014;20/11/2013;Guif;Onnereds;32:23;32;23;1.09;15.06;9.23;MsTw9Yj5;H
Elitserien 2013/2014;20/11/2013;Lugi;Kristianstad;22:19;22;19;1.88;8.43;2.24;CWLj6WzO;H
Elitserien 2013/2014;20/11/2013;Rimbo;Drott;29:29;29;29;5.07;11.68;1.23;G4Ss8h6B;D
Elitserien 2013/2014;20/11/2013;Savehof;Redbergslids;28:24;28;24;1.34;10.66;3.92;OdAzAEya;H
Elitserien 2013/2014;18/11/2013;Lund;Malmo;30:27;30;27;2.40;8.71;1.77;tYKVAfMh;H
Elitserien 2013/2014;18/11/2013;Skovde;Alingsas;22:29;22;29;1.90;8.46;2.21;2sMRBz7n;A
Elitserien 2013/2014;16/11/2013;Hammarby;Savehof;31:26;31;26;2.19;8.44;1.90;K017AQAC;H
Elitserien 2013/2014;16/11/2013;Kristianstad;Guif;29:27;29;27;1.31;10.80;4.15;EN0B9pQI;H
Elitserien 2013/2014;16/11/2013;Redbergslids;Rimbo;43:33;43;33;1.13;13.65;7.37;SQ4F84uP;H
Elitserien 2013/2014;14/11/2013;Ystads IF;Skovde;30:21;30;21;1.86;8.77;2.25;YqVPWGRE;H
Elitserien 2013/2014;13/11/2013;Alingsas;Hammarby;30:20;30;20;1.36;10.48;3.73;EsqfFlds;H
Elitserien 2011/2012;16/11/2011;Lund;Aranas;23:25;23;25;1.58;9.86;2.74;8EEfcH8H;A
Elitserien 2011/2012;14/11/2011;Savehof;Ystads IF;40:27;40;27;1.37;11.15;3.60;E7cZaJOb;H
Elitserien 2011/2012;14/11/2011;Drott;Lund;35:30;35;30;1.22;12.48;5.07;f5sY1ufn;H
Elitserien 2011/2012;14/11/2011;Malmo;Kristianstad;27:27;27;27;1.54;9.91;2.86;GErU2Lvt;D
Elitserien 2011/2012;14/11/2011;Redbergslids;Hammarby;35:23;35;23;1.20;12.71;5.34;zHbV0a9h;H
Elitserien 2011/2012;13/11/2011;Tumba;Skovde;24:24;24;24;3.75;10.90;1.35;zyqGsx9U;D
Elitserien 2011/2012;11/11/2011;Aranas;Savehof;22:28;22;28;5.68;12.98;1.18;v9k7qbvI;A
Elitserien 2011/2012;11/11/2011;Lugi;Guif;24:27;24;27;2.63;9.71;1.62;0Ij3pvPB;A
Elitserien 2011/2012;11/11/2011;Ystads IF;Alingsas;22:20;22;20;1.62;9.63;2.62;MXvCrIgO;H
Elitserien 2010/2011;21/11/2010;Hammarby;Skovde;20:28;20;28;;;;StIDpP2T;A
Elitserien 2010/2011;21/11/2010;Malmo;Kristianstad;27:26;27;26;;;;ljJ9o5mN;H
Elitserien 2010/2011;19/11/2010;Ystads IF;Lugi;22:27;22;27;;;;fTJ5noYG;A
Elitserien 2010/2011;18/11/2010;Alingsas;Redbergslids;24:22;24;22;;;;nJbtjTYi;H
Elitserien 2010/2011;18/11/2010;Aranas;Drott;22:27;22;27;;;;fq2ll734;A
Elitserien 2010/2011;18/11/2010;Lund;Lindesberg;26:25;26;25;;;;Gh3pkmlb;H
Elitserien 2010/2011;18/11/2010;Skovde;Kristianstad;29:24;29;24;;;;x8igmRIA;H
Elitserien 2010/2011;17/11/2010;Savehof;Guif;31:29;31;29;;;;8Saxi9Jo;H
Elitserien 2010/2011;15/11/2010;Redbergslids;Lund;31:25;31;25;;;;SC6JW5YT;H
Elitserien 2010/2011;15/11/2010;Skovde;Drott;31:26;31;26;;;;25coSPto;H
Elitserien 2009/2010;12/11/2009;Kristianstad;Savehof;24:25;24;25;3.34;11.04;1.40;CjeZZU2G;A
Elitserien 2009/2010;12/11/2009;Redbergslids;Hammarby;34:28;34;28;1.54;10.29;2.78;ITeVzBmA;H
Elitserien 2009/2010;10/11/2009;Malmo;Ystads IF;33:29;33;29;2.42;9.63;1.70;KK6EDKW7;H
Elitserien 2009/2010;09/11/2009;Skovde;Lugi;22:22;22;22;1.61;9.76;2.61;M12MxXIc;D
Elitserien 2009/2010;08/11/2009;Guif;Lindesberg;31:28;31;28;1.58;9.95;2.68;rB3IwD3i;H
Elitserien 2009/2010;08/11/2009;Helsingborg;Kristianstad;22:26;22;26;2.08;8.83;1.96;CnmOF9Bp;A
Elitserien 2008/2009;17/10/2008;Lugi;Trelleborg;30:26;30;26;1.08;14.55;8.78;foAtmXhG;H
Elitserien 2008/2009;15/10/2008;Hammarby;Drott;30:23;30;23;1.20;12.75;5.10;nuN96S82;H
Elitserien 2008/2009;15/10/2008;Savehof;Redbergslids;35:26;35;26;1.32;11.68;3.74;SAKdtqW1;H
Elitserien 2008/2009;13/10/2008;Redbergslids;Lugi;26:28;26;28;1.82;9.23;2.21;6cHM7T9i;A
Elitserien 2008/2009;13/10/2008;Trelleborg;Alingsas;21:25;21;25;3.13;11.27;1.43;plGQ6mPc;A
Elitserien 2008/2009;12/10/2008;Guif;Skovde;33:25;33;25;1.89;8.97;2.13;pbkq8mMi;H
Elitserien 2008/2009;11/10/2008;Tumba;IFK Ystads;26:24;26;24;1.59;10.01;2.63;6NlPZlWA;H
Elitserien 2008/2009;08/10/2008;Ystads IF;Hammarby;31:29;31;29;1.97;9.06;2.04;UDRZnxpK;H
Elitserien 2008/2009;08/10/2008;Drott;Lindesberg;29:22;29;22;2.02;8.73;1.99;jNSVmIUD;H
Elitserien 2008/2009;06/10/2008;Drott;Ystads IF;22:25;22;25;1.94;8.94;2.09;8IgFU19g;A
Elitserien 2004/2005;17/10/2004;Tumba;Djurgardens;35:26;35;26;1.58;9.40;2.64;IVgMabO3;H
Elitserien 2004/2005;15/10/2004;Kroppskultur;Lugi;21:28;21;28;1.68;9.50;2.43;O8fI0v9c;A
Elitserien 2004/2005;13/10/2004;Djurgardens;Kroppskultur;30:28;30;28;2.39;8.84;1.70;pIeE1Kgi;H
Elitserien 2004/2005;11/10/2004;Guif;IFK Ystads;35:30;35;30;1.65;9.20;2.50;80CVxyHj;H
Elitserien 2004/2005;10/10/2004;Heid;Vasteras Irsta HF;21:33;21;33;1.60;9.41;2.59;U9DRwH1p;A
Elitserien 2004/2005;08/10/2004;Lugi;Redbergslids;27:30;27;30;2.00;8.36;2.04;xEkbeqXH;A
Elitserien 2004/2005;06/10/2004;Drott;Hammarby;28:24;28;24;1.46;10.12;3.03;OAofdPHB;H
Elitserien 2004/2005;06/10/2004;Savehof;Lund;34:13;34;13;1.17;10.99;5.39;tndkc525;H
Elitserien 2004/2005;06/10/2004;Skovde;Tumba;35:27;35;27;1.10;11.39;7.37;2ecoboma;H
Handbollsligan 2017/2018;05/11/2017;Guif;Karlskrona;33:29;33;29;1.15;13.53;6.91;0Od7sj22;H
Handbollsligan 2017/2018;05/11/2017;Lugi;Alingsas;25:28;25;28;1.97;8.09;2.19;vFeBtAH8;A
Handbollsligan 2017/2018;08/10/2017;Redbergslids;Ystads IF;31:28;31;28;1.89;8.23;2.28;fR9LJnAe;H
Handbollsligan 2017/2018;03/11/2017;Hammarby;Redbergslids;31:31;31;31;4.32;9.74;1.33;CvxUTWX2;D
Handbollsligan 2017/2018;02/11/2017;Alingsas;Ricoh;29:28;29;28;1.10;15.69;9.20;tKTpQlXR;H
Handbollsligan 2017/2018;02/11/2017;Skovde;Helsingborg;34:29;34;29;1.34;9.98;4.10;2TUtRUHL;H
Handbollsligan 2017/2018;01/11/2017;Aranas;Ystads IF;24:19;24;19;5.70;11.94;1.20;phzxSA2F;H
Handbollsligan 2017/2018;01/11/2017;Karlskrona;Savehof;21:31;21;31;4.56;10.44;1.29;61yYSjm9;A
Handbollsligan 2017/2018;01/11/2017;Kristianstad;Guif;28:24;28;24;1.06;17.40;11.57;GIsYTlId;H
Handbollsligan 2017/2018;31/10/2017;Malmo;Lugi;23:25;23;25;1.41;9.27;3.71;EgJQUCId;A
Handbollsligan 2017/2018;20/10/2017;Guif;Alingsas;22:27;22;27;2.57;8.41;1.74;OK2gyXPM;A
Elitserien 2015/2016;11/11/2015;Malmo;Guif;22:16;22;16;1.75;8.82;2.48;tA2ePRxO;H
Elitserien 2015/2016;11/11/2015;Savehof;Ystads IF;29:29;29;29;2.04;8.69;2.06;K01aOohU;D
Elitserien 2015/2016;04/11/2015;Hammarby;Lugi;24:28;24;28;1.81;8.38;2.39;CzbiQ7NH;A
Elitserien 2015/2016;01/11/2015;Lugi;Aranas;29:28;29;28;1.01;22.61;19.86;jL9rSTh5;H
Elitserien 2015/2016;31/10/2015;Karlskrona;Hammarby;26:33;26;33;2.48;8.78;1.74;xI5vT9wa;A
Elitserien 2015/2016;30/10/2015;Guif;Kristianstad;25:29;25;29;3.62;10.41;1.40;447WUV8n;A
Elitserien 2015/2016;30/10/2015;Redbergslids;Alingsas;22:27;22;27;2.81;9.28;1.59;re6zUkOh;A
Elitserien 2015/2016;30/10/2015;Ystads IF;Drott;42:30;42;30;1.00;24.73;22.92;OhjZVBgt;H
Elitserien 2013/2014;13/11/2013;Guif;Redbergslids;31:24;31;24;1.45;10.00;3.25;0bo6Cnt0;H
Elitserien 2013/2014;13/11/2013;Kristianstad;Onnereds;31:21;31;21;1.02;18.00;15.70;SpmbE8Bm;H
Elitserien 2013/2014;13/11/2013;Lugi;Drott;28:24;28;24;1.25;11.48;4.91;fgWLXdC8;H
Elitserien 2013/2014;13/11/2013;Rimbo;Malmo;26:27;26;27;5.19;11.83;1.22;tA23B6e6;A
Elitserien 2013/2014;13/11/2013;Savehof;Lund;38:28;38;28;1.18;12.22;6.03;M7n2DSQg;H
Elitserien 2013/2014;11/11/2013;Lund;Lugi;23:23;23;23;5.59;12.00;1.20;6wwv9DZ7;D
Elitserien 2013/2014;10/11/2013;Hammarby;Guif;30:27;30;27;2.19;8.54;1.90;pOlVAZ4e;H
Elitserien 2013/2014;09/11/2013;Malmo;Kristianstad;22:28;22;28;2.81;9.46;1.57;v7uYI9KT;A
Elitserien 2013/2014;09/11/2013;Onnereds;Savehof;23:25;23;25;6.83;13.16;1.14;xIaeHySR;A
Elitserien 2011/2012;09/11/2011;Hammarby;Kristianstad;27:32;27;32;2.23;8.86;1.85;6BZsmtug;A
Elitserien 2011/2012;09/11/2011;Redbergslids;Tumba;26:28;26;28;1.13;14.00;6.68;WrnaoK95;A
Elitserien 2011/2012;09/11/2011;Skovde;Lugi;29:28;29;28;1.57;10.13;2.77;lzPnn0fa;H
Elitserien 2011/2012;08/11/2011;Alingsas;Aranas;26:19;26;19;1.13;14.09;6.66;IVxHUbPO;H
Elitserien 2011/2012;08/11/2011;Guif;Ystads IF;34:22;34;22;1.28;11.29;4.36;b5p8gr2P;H
Elitserien 2011/2012;08/11/2011;Lund;Malmo;28:37;28;37;1.83;8.87;2.26;fyWwlMPn;A
Elitserien 2011/2012;08/11/2011;Savehof;Drott;21:28;21;28;1.20;12.33;5.29;0EWZl2At;A
Elitserien 2011/2012;30/10/2011;Alingsas;Drott;21:22;21;22;1.38;11.17;3.54;pIv9WKfC;A
Elitserien 2011/2012;30/10/2011;Malmo;Savehof;30:28;30;28;4.00;11.45;1.31;WEz5X0u6;H
Elitserien 2010/2011;14/11/2010;Hammarby;Savehof;27:32;27;32;;;;Yk7FXoJN;A
Elitserien 2010/2011;14/11/2010;Kristianstad;Aranas;28:28;28;28;;;;fa8BYR3H;D
Elitserien 2010/2011;14/11/2010;Lugi;Malmo;28:20;28;20;;;;xOD6Z7lB;H
Elitserien 2010/2011;13/11/2010;Guif;Alingsas;28:22;28;22;;;;fFjfzlZ4;H
Elitserien 2010/2011;11/11/2010;Savehof;Skovde;32:24;32;24;;;;0hijyUJb;H
Elitserien 2010/2011;10/11/2010;Aranas;Lugi;35:31;35;31;;;;4Qcswjkn;H
Elitserien 2010/2011;10/11/2010;Drott;Kristianstad;30:31;30;31;;;;nkmnxA4h;A
Elitserien 2009/2010;08/11/2009;Lund;Redbergslids;27:24;27;24;2.40;9.36;1.71;QkiSETQj;H
Elitserien 2009/2010;07/11/2009;Ystads IF;Drott;31:29;31;29;1.30;11.83;4.09;65AeKk3T;H
Elitserien 2009/2010;04/11/2009;Hammarby;Malmo;24:28;24;28;1.14;13.73;6.39;0CVUBz5h;A
Elitserien 2009/2010;04/11/2009;Savehof;Alingsas;25:27;25;27;1.74;8.88;2.38;v3UYAfKb;A
Elitserien 2009/2010;04/11/2009;Drott;Kristianstad;29:28;29;28;1.24;12.32;4.59;8xZxAEZ4;H
Elitserien 2009/2010;02/11/2009;Lindesberg;Skovde;31:22;31;22;1.48;10.66;2.99;ImtQCGkn;H
Elitserien 2009/2010;02/11/2009;Redbergslids;Guif;33:23;33;23;1.96;8.58;2.10;4pxMDdzt;H
Elitserien 2009/2010;24/10/2009;Alingsas;Helsingborg;40:24;40;24;1.05;16.48;11.58;44M6fZZH;H
Elitserien 2008/2009;05/10/2008;Lindesberg;Skovde;23:32;23;32;1.62;10.36;2.54;Q5Iv7Wld;A
Elitserien 2008/2009;05/10/2008;Savehof;Tumba;29:32;29;32;1.02;17.28;14.93;Qg4AVsfm;A
Elitserien 2008/2009;03/10/2008;IFK Ystads;Guif;22:21;22;21;2.94;10.81;1.48;QLlACCLn;H
Elitserien 2008/2009;03/10/2008;Alingsas;Redbergslids;30:26;30;26;1.79;9.17;2.26;Uk3vIYcP;H
Elitserien 2008/2009;03/10/2008;Lugi;Lund;27:22;27;22;2.26;9.20;1.78;Wbk6Dh6t;H
Elitserien 2008/2009;01/10/2008;Ystads IF;Lindesberg;35:29;35;29;1.47;10.45;3.06;jFz8nbsE;H
Elitserien 2008/2009;01/10/2008;Hammarby;Trelleborg;35:29;35;29;1.02;17.36;14.14;U5ZBoIdK;H
Elitserien 2008/2009;29/09/2008;Skovde;IFK Ystads;34:26;34;26;1.09;14.41;8.05;2Zs6c9hH;H
Elitserien 2008/2009;29/09/2008;Guif;Savehof;25:28;25;28;2.59;10.86;1.59;CdLTcVN4;A
Elitserien 2004/2005;05/10/2004;Redbergslids;Djurgardens;28:22;28;22;1.15;10.99;6.24;8KrraRXh;H
Elitserien 2004/2005;04/10/2004;Hammarby;Savehof;36:29;36;29;2.87;9.42;1.53;n5fZ0m3t;H
Elitserien 2004/2005;04/10/2004;Lund;Lugi;18:24;18;24;2.11;8.95;1.91;Aq375TfP;A
Elitserien 2004/2005;04/10/2004;Vasteras Irsta HF;Tumba;31:33;31;33;1.97;8.55;2.06;UTqv07In;A
Elitserien 2004/2005;03/10/2004;Heid;Guif;27:28;27;28;4.66;10.87;1.24;0ELGr6mC;A
Elitserien 2004/2005;03/10/2004;IFK Ystads;Drott;24:31;24;31;1.41;9.78;3.25;IkGLsQ2I;A
Elitserien 2004/2005;03/10/2004;Kroppskultur;Skovde;34:30;34;30;4.09;10.30;1.28;dtFPtpIO;H
Elitserien 2004/2005;01/10/2004;Hammarby;Djurgardens;35:24;35;24;1.44;9.35;3.18;MN0sU6YI;H
Handbollsligan 2017/2018;20/10/2017;Lugi;Kristianstad;20:21;20;21;4.19;9.92;1.34;6qhbziuT;A
Handbollsligan 2017/2018;20/10/2017;Redbergslids;Skovde;31:25;31;25;1.23;11.80;5.28;GfaowgeA;H
Handbollsligan 2017/2018;20/10/2017;Ricoh;Malmo;22:28;22;28;4.25;9.95;1.34;x40svZu4;A
Handbollsligan 2017/2018;20/10/2017;Savehof;Aranas;34:23;34;23;1.10;16.44;9.12;xSrUUU2j;H
Handbollsligan 2017/2018;20/10/2017;Ystads IF;Hammarby;26:24;26;24;1.07;16.82;10.82;8hvQVAmp;H
Handbollsligan 2017/2018;19/10/2017;Helsingborg;Karlskrona;31:26;31;26;1.96;8.21;2.22;AHbkxDAG;H
Handbollsligan 2017/2018;17/10/2017;Malmo;Savehof;28:25;28;25;1.59;8.71;2.94;dhqpuFQc;H
Handbollsligan 2017/2018;15/10/2017;Alingsas;Helsingborg;33:29;33;29;1.05;19.28;13.95;4bdbHBYj;H
Handbollsligan 2017/2018;15/10/2017;Hammarby;Aranas;26:27;26;27;1.37;9.84;3.94;pEFRMXAT;A
Elitserien 2015/2016;29/10/2015;Ricoh;Savehof;23:25;23;25;3.53;10.27;1.41;Mq47zhoP;A
Elitserien 2015/2016;28/10/2015;Malmo;Lugi;24:21;24;21;2.18;8.86;1.92;8tGPB88O;H
Elitserien 2015/2016;27/10/2015;Aranas;Kristianstad;19:29;19;29;14.83;19.09;1.04;CEMGDUwC;A
Elitserien 2015/2016;27/10/2015;Ystads IF;Guif;26:26;26;26;1.29;11.25;4.41;fwCLClgI;D
Elitserien 2015/2016;26/10/2015;Drott;Ricoh;22:29;22;29;1.73;8.91;2.51;QcK4GWgg;A
Elitserien 2015/2016;26/10/2015;Hammarby;Redbergslids;25:25;25;25;1.61;9.41;2.76;YNNCEAO5;D
Elitserien 2015/2016;26/10/2015;Savehof;Skovde;26:23;26;23;1.05;17.11;12.99;4lJ8Fj9a;H
Elitserien 2015/2016;25/10/2015;Kristianstad;Alingsas;34:26;34;26;1.38;10.15;3.79;WtdtG2rD;H
Elitserien 2015/2016;24/10/2015;Karlskrona;Malmo;22:27;22;27;2.08;8.60;2.02;lIQQNE1J;A
Elitserien 2015/2016;23/10/2015;Ricoh;Hammarby;17:24;17;24;2.26;8.66;1.88;plCdIhPt;A
Elitserien 2015/2016;23/10/2015;Skovde;Ystads IF;18:27;18;27;6.51;12.36;1.17;rZUaHCvm;A
Elitserien 2013/2014;09/11/2013;Redbergslids;Alingsas;25:26;25;26;2.02;8.57;2.05;vRoNCezq;A
Elitserien 2013/2014;09/11/2013;Ystads IF;Drott;32:38;32;38;1.96;8.56;2.14;plGHvBOa;A
Elitserien 2013/2014;08/11/2013;Skovde;Rimbo;36:31;36;31;1.05;16.36;12.51;Kt5jIHCL;H
Elitserien 2013/2014;06/11/2013;Alingsas;Malmo;32:26;32;26;1.62;8.99;2.71;YP2vLJS2;H
Elitserien 2013/2014;06/11/2013;Guif;Lund;29:23;29;23;1.25;11.28;4.91;nT6rKwr9;H
Elitserien 2013/2014;06/11/2013;Kristianstad;Hammarby;26:23;26;23;1.19;11.81;5.82;hUPicGzd;H
Elitserien 2013/2014;06/11/2013;Lugi;Redbergslids;33:26;33;26;1.30;10.50;4.25;WKOedzj2;H
Elitserien 2013/2014;06/11/2013;Savehof;Skovde;29:29;29;29;1.35;10.33;3.86;tj6nJccF;D
Elitserien 2013/2014;05/11/2013;Drott;Onnereds;30:26;30;26;1.13;13.63;7.57;K2Cpax6q;H
Elitserien 2011/2012;30/10/2011;Tumba;Hammarby;23:23;23;23;2.09;8.77;1.96;6sOmZMAg;D
Elitserien 2011/2012;30/10/2011;Ystads IF;Skovde;28:28;28;28;1.47;10.31;3.10;ljo0YtQa;D
Elitserien 2011/2012;30/10/2011;Lugi;Redbergslids;28:27;28;27;1.50;10.17;3.00;hIQpFG97;H
Elitserien 2011/2012;29/10/2011;Aranas;Guif;25:33;25;33;4.33;11.64;1.28;C69pz3em;A
Elitserien 2011/2012;27/10/2011;Tumba;Lugi;21:22;21;22;3.66;11.12;1.36;YFAtyqts;A
Elitserien 2011/2012;26/10/2011;Alingsas;Malmo;30:22;30;22;1.27;11.65;4.44;EVT9t5IJ;H
Elitserien 2011/2012;26/10/2011;Guif;Drott;31:25;31;25;1.27;11.69;4.45;dAHJHLuJ;H
Elitserien 2011/2012;26/10/2011;Hammarby;Lund;21:24;21;24;1.90;8.49;2.18;MiP6KNe0;A
Elitserien 2011/2012;26/10/2011;Redbergslids;Ystads IF;31:35;31;35;1.91;8.67;2.16;SYXDuPXP;A
Elitserien 2011/2012;26/10/2011;Savehof;Kristianstad;28:26;28;26;1.13;14.59;6.82;IJIFI1QC;H
Elitserien 2010/2011;10/11/2010;Malmo;Lindesberg;26:21;26;21;;;;QZbwvWZu;H
Elitserien 2010/2011;10/11/2010;Ystads IF;Redbergslids;33:21;33;21;;;;KKGwKn4U;H
Elitserien 2010/2011;09/11/2010;Lund;Guif;20:29;20;29;;;;tUHZKSlO;A
Elitserien 2010/2011;08/11/2010;Alingsas;Hammarby;25:26;25;26;;;;b5SUL8ZH;A
Elitserien 2010/2011;08/11/2010;Malmo;Savehof;34:34;34;34;;;;v1olfuV1;D
Elitserien 2010/2011;07/11/2010;Aranas;Redbergslids;30:30;30;30;;;;GAK9OJqr;D
Elitserien 2010/2011;05/11/2010;Guif;Ystads IF;37:21;37;21;;;;p2OQMlKB;H
Elitserien 2009/2010;23/10/2009;Lugi;Savehof;26:26;26;26;2.64;9.82;1.60;O6x8hD4U;D
Elitserien 2009/2010;23/10/2009;Ystads IF;Hammarby;32:25;32;25;1.37;10.89;3.59;pGw4ggkO;H
Elitserien 2009/2010;22/10/2009;Kristianstad;Alingsas;23:23;23;23;6.38;13.95;1.14;pQ41nYSu;D
Elitserien 2009/2010;21/10/2009;Savehof;Lindesberg;39:27;39;27;1.32;10.90;3.86;4n5mRlcU;H
Elitserien 2009/2010;21/10/2009;Skovde;Redbergslids;31:30;31;30;1.55;10.18;2.79;Qe6qSUsO;H
Elitserien 2009/2010;20/10/2009;Lugi;Guif;34:32;34;32;2.30;8.97;1.80;jodk9YlB;H
Elitserien 2009/2010;18/10/2009;Guif;Malmo;30:23;30;23;1.22;12.33;4.99;8KBvTASH;H
Elitserien 2009/2010;18/10/2009;Hammarby;Drott;23:23;23;23;1.42;10.48;3.30;UTCzUjDB;D
Elitserien 2009/2010;16/10/2009;Lund;Ystads IF;27:26;27;26;2.87;10.19;1.52;z7DWUWc5;H
Elitserien 2009/2010;15/10/2009;Helsingborg;Lugi;33:36;33;36;2.58;9.79;1.63;IooKVCra;A
Elitserien 2009/2010;12/10/2009;Drott;Alingsas;22:27;22;27;2.28;9.22;1.81;Y95tGXrC;A
Elitserien 2008/2009;29/09/2008;Lund;Alingsas;26:27;26;27;1.08;15.09;8.42;f5rtckwB;A
Elitserien 2008/2009;28/09/2008;Trelleborg;Drott;20:25;20;25;2.36;10.23;1.70;QoCavbqh;A
Elitserien 2008/2009;28/09/2008;Tumba;Lugi;27:29;27;29;4.31;12.50;1.26;8A14wIbb;A
Elitserien 2008/2009;27/09/2008;Redbergslids;Hammarby;31:29;31;29;2.30;9.70;1.75;z1cGP0pt;H
Elitserien 2008/2009;25/09/2008;Lindesberg;IFK Ystads;35:26;35;26;1.25;12.60;4.42;vqk8yPbf;H
Elitserien 2008/2009;25/09/2008;Ystads IF;Trelleborg;33:23;33;23;1.09;15.00;8.41;6R85oKHB;H
Elitserien 2008/2009;25/09/2008;Drott;Redbergslids;27:28;27;28;2.13;9.01;1.90;bTg9w5ql;A
Elitserien 2008/2009;24/09/2008;Alingsas;Tumba;38:22;38;22;1.20;12.76;5.08;OGMh0duo;H
Elitserien 2008/2009;24/09/2008;Hammarby;Lund;26:30;26;30;1.69;9.86;2.43;GbNDOJnb;A
Elitserien 2008/2009;24/09/2008;Lugi;Guif;29:26;29;26;1.30;12.14;3.86;8UNmOaXi;H
Elitserien 2004/2005;29/09/2004;Djurgardens;Lund;20:22;20;22;1.83;8.96;2.16;2JwUiAQP;A
Elitserien 2004/2005;29/09/2004;Drott;Heid;29:23;29;23;1.08;13.33;8.68;fBVemUYt;H
Elitserien 2004/2005;29/09/2004;Guif;Vasteras Irsta HF;34:23;34;23;1.13;10.66;6.58;Y1Uanllm;H
Elitserien 2004/2005;29/09/2004;Lugi;Hammarby;23:29;23;29;1.44;9.92;3.13;OSvQhjBJ;A
Elitserien 2004/2005;29/09/2004;Savehof;IFK Ystads;32:36;32;36;1.34;10.25;3.68;MNMCqnY5;A
Elitserien 2004/2005;29/09/2004;Skovde;Redbergslids;29:23;29;23;1.48;9.99;2.90;S0N8pSIa;H
Elitserien 2004/2005;29/09/2004;Tumba;Kroppskultur;23:30;23;30;1.58;9.68;2.64;GQJ4o83g;A
Elitserien 2004/2005;27/09/2004;Guif;Drott;29:26;29;26;1.65;8.45;2.51;fesYXlZg;H
Elitserien 2004/2005;27/09/2004;Lund;Skovde;21:27;21;27;2.95;9.15;1.47;z7bVW8l0;A
Elitserien 2004/2005;27/09/2004;Redbergslids;Tumba;27:25;27;25;1.25;10.34;4.47;EccZVS36;H
Handbollsligan 2017/2018;15/10/2017;Karlskrona;Ystads IF;34:34;34;34;7.12;13.76;1.15;6NGNNDeN;D
Handbollsligan 2017/2018;15/10/2017;Skovde;Guif;25:29;25;29;1.87;7.97;2.31;I1ptteBi;A
Handbollsligan 2017/2018;14/10/2017;Lugi;Ricoh;25:20;25;20;1.24;11.73;5.27;jehfIiJp;H
Handbollsligan 2017/2018;12/10/2017;Kristianstad;Redbergslids;30:26;30;26;1.35;9.89;4.07;xlCJOgtH;H
Handbollsligan 2017/2018;06/11/2017;Redbergslids;Malmo;19:20;19;20;1.92;8.21;2.24;fTxG4Ylo;A
Handbollsligan 2017/2018;11/10/2017;Guif;Lugi;21:24;21;24;1.62;8.69;2.82;bcDFPZQA;A
Handbollsligan 2017/2018;11/10/2017;Savehof;Alingsas;25:27;25;27;1.69;8.59;2.63;GYNAQFB4;A
Handbollsligan 2017/2018;11/10/2017;Ystads IF;Skovde;34:21;34;21;1.25;12.12;4.94;4bK6Redb;H
Handbollsligan 2017/2018;10/10/2017;Ricoh;Kristianstad;20:26;20;26;8.48;15.60;1.11;hKjl9EtU;A
Handbollsligan 2017/2018;08/10/2017;Aranas;Karlskrona;23:34;23;34;1.49;9.06;3.33;AyL2Sysh;A
Handbollsligan 2017/2018;08/10/2017;Helsingborg;Hammarby;26:27;26;27;1.93;8.23;2.25;WpMbTHRo;A
Elitserien 2015/2016;22/10/2015;Lugi;Drott;36:24;36;24;1.03;19.67;15.75;S8PUMYGP;H
Elitserien 2015/2016;21/10/2015;Alingsas;Karlskrona;31:22;31;22;1.12;14.16;8.25;EeYdOfBD;H
Elitserien 2015/2016;21/10/2015;Guif;Savehof;27:29;27;29;1.70;9.24;2.53;xKdxHrT6;A
Elitserien 2015/2016;21/10/2015;Redbergslids;Aranas;33:25;33;25;1.18;12.13;6.26;AXfpFMcJ;H
Elitserien 2015/2016;16/10/2015;Aranas;Lugi;26:27;26;27;6.57;12.76;1.17;fy5LKQTs;A
Elitserien 2015/2016;15/10/2015;Hammarby;Guif;24:24;24;24;2.05;8.74;2.05;214PJpql;D
Elitserien 2013/2014;05/11/2013;Rimbo;Ystads IF;28:39;28;39;3.99;10.86;1.33;bgBlbdLk;A
Elitserien 2013/2014;27/10/2013;Hammarby;Onnereds;25:25;25;25;1.15;12.72;6.57;IZkFqc6d;D
Elitserien 2013/2014;27/10/2013;Lund;Rimbo;35:27;35;27;1.27;11.21;4.48;ATx170b3;H
Elitserien 2013/2014;27/10/2013;Skovde;Lugi;27:27;27;27;2.62;9.26;1.64;S4X56KD9;D
Elitserien 2013/2014;27/10/2013;Ystads IF;Alingsas;23:31;23;31;1.62;9.42;2.67;Wxvc8tqc;A
Elitserien 2013/2014;26/10/2013;Redbergslids;Kristianstad;27:24;27;24;3.58;10.56;1.38;0IVD4brM;H
Elitserien 2013/2014;24/10/2013;Lugi;Ystads IF;36:19;36;19;1.39;10.57;3.47;6anBpwij;H
Elitserien 2013/2014;23/10/2013;Guif;Drott;26:28;26;28;1.48;9.76;3.13;ELZH3IcS;A
Elitserien 2013/2014;23/10/2013;Alingsas;Skovde;28:24;28;24;1.56;9.52;2.85;MRAvjaTS;H
